Artist,Country,Period active,Release-year of first charted record,Genre,Total certified units(from available markets)[b],Claimed sales
The Beatles,United Kingdom,1960–1970[11],1962[11],Rock / pop[11],294 million
US: 217.250 million[12]
JPN: 4.950 million[b][13]
GER: 8 million[b][14]
UK: 33.755 million[b][15]
FRA: 4.090 million[b][16][17]
CAN: 14.455 million[b][18]
AUS: 3.060 million[b][19][20]
BRA: 550,000[b][21]
NLD: 345,000[b][22]
ITA: 640,000[b][23]
SPA: 1.250 million[b][24][25]
SWE: 485,000[b][26]
NOR: 200,000[b][27]
DEN: 610,000[b][28][29][30]
SWI: 350,000[b][31]
ARG: 1.926 million[b][32][33][34]
BEL: 440,000[b][35][36]
AUT: 500,000[b][37]
POL: 175,000[b][38]
FIN: 118,048[b][39]
NZ: 660,000[b][40][41]
POR: 135,000[b][42],600 million[43][44]500 million[45][46]
Michael Jackson,United States,1964–2009[47],1971[47],Pop / rock / dance / soul / R&B[47],288.7 million
US: 177.3 million[12]
JPN: 4.650 million[b][13][48]
GER: 14.125 million[14]
UK: 42.68 million[15]
FRA: 11.7 million[16][17][49]
CAN: 8.560 million[18]
AUS: 7.720 million[b][19][20][50][51][52]
BRA: 460,000[b][21]
NLD: 2.2 million[22]
ITA: 1.580 million[b][23]
SPA: 2.345 million[b][24][25][53][54][55]
SWE: 1.350 million[b][26][56]
NOR: 275,000[b][27][57]
DEN: 2.889 million[b][58][59][30]
SWI: 1.010 million[b][31][57]
MEX: 5.69 million[b][60]
ARG: 664,000[b][32][33][34]
BEL: 695,000[b][35][36]
AUT: 1.197 million[b][37]
POL: 530,000[b][38]
FIN: 384,127[39]
NZ: 912,500[40][41]
POR: 125,000[b][42][57][61][62][63],500 million[45]400 million[64]
Elvis Presley,United States,1953–1977[65],1956[65],Rock and roll / pop / country[65],234.3 million
US: 199.650 million[12]
JPN: 300,000[b][13]
GER: 1.2 million[b][14]
UK: 22.815 million[b][15]
FRA: 2.590 million[b][16][17]
CAN: 2.925 million[b][18]
AUS: 1.867 million[b][19][66]
BRA: 125,000[b][21]
NLD: 555,000[b][22]
ITA: 150,000[b][23]
SPA: 300,000[b][24][53][54]
SWE 380,000[b][26]
NOR: 130,000[b][27]
DEN: 210,000[b][67][68][69]
SWI: 185,000[b][31]
MEX: 105,000[b][60]
ARG: 110,000[b][32]
BEL: 115,000[b][35][36]
AUT: 205,000[b][37]
FIN: 213,945[b][39]
NZ: 117,500[b][40][41]
POR: 100,000[b][70][57],500 million[71]
Elton John,United Kingdom,1962–present[72],1970[72],Pop / rock[72],213.1 million
US: 139.050 million[12]
JPN: 1.1 million[b][13]
GER: 8.1 million[b][14]
UK: 38.605 million[b][15]
FRA: 5.158 million[b][16][17][49]
CAN: 6.095 million[b][18]
AUS: 4.697 million[b][19][73]
BRA: 835,000[b][21]
NLD: 975,000[22]
ITA: 300,000[b][23]
SPA: 1.380 million[b][24][25][54][55]
SWE: 980,000[b][26][56]
NOR: 400,000[b][27]
DEN: 870,000[b][68][59][74][30]
SWI: 1.333 million[b][31]
MEX: 450,000[b][60]
ARG: 128,000[32][33]
BEL: 870,000[b][35][36][75]
AUT: 915,000[b][37][57]
POL: 445,000[b][38][75]
FIN: 163,481[39]
NZ: 420,000[b][40][41],300 million[76][77]250 million[78][79]
Queen,United Kingdom,1971–present[80],1973[80],Rock[80],186.8 million
US: 97.7 million[12]
JPN: 3.8 million[b][13][48][81]
GER: 12.525 million[b][14]
UK: 47.810 million[b][15]
FRA: 5.220 million[b][16][17][49]
CAN: 2.470 million[b][18]
AUS: 3.792 million[b][19][20]
BRA: 970,000[b][21]
NLD: 1.990 million[b][22]
ITA: 1.870 million[b][23]
SPA: 1.920 million[b][24][25][53][54]
SWE: 190,000[b][26]
NOR: 150,000[b][27]
DEN: 1.170 million[30]
SWI: 1.256 million[b][31]
ARG: 1.080 million[b][32][33]
BEL: 190,000[b][35][36]
AUT: 900,000[b][37]
POL: 940,000[b][38]
FIN: 366,152[39]
NZ: 515,000[b][40][41]
POR: 222,000[b][42][82],300 million[83][84]250 million[85]
Madonna,United States,1979–present[86],1983[86],Pop / dance / electronica[86],185.9 million
US: 87.675 million[12]
JPN: 6.450 million[b][13][48]
GER: 12.650 million[14][87]
UK: 32.345 million[15]
FRA: 13.005 million[16][17][49]
CAN: 6.030 million[18]
AUS: 5.597 million[b][19][88]
BRA: 3.890 million[b][21]
NLD: 1.745 million[22]
ITA: 3.575 million[b][23][75][57]
SPA: 3.195 million[24][25][53][54][55]
SWE: 1.070 million[b][26][56]
NOR: 280,000[b][27][57]
DEN: 882,000[b][58][59][89][30][90][91]
SWI: 1.280 million[b][31][57]
MEX: 550,000[b][60]
ARG: 2.102 million[32][33][92]
BEL: 1.055 million[b][35][36][75]
AUT: 645,000[b][37][57]
POL: 665,000[b][38]
FIN: 665,267[39]
NZ: 445,000[40][41]
POR: 152,000[b][70][42][57][63],300 million[93][94]250 million[95]
Led Zeppelin,United Kingdom,1968–1980[96],1969[96],Hard rock / blues rock / folk rock[96],142.9 million
US: 115.1 million[12]
JPN: 400,000 [b][13]
GER: 3.775 million[b][14]
UK: 11.230 million[b][15]
FRA: 2.310 million[b][16][17][97]
CAN: 4.710 million[18]
AUS: 2.8 million[b][19][98][99]
BRA: 970,000[b][21]
ITA: 535,000[b][23]
SPA: 450,000[b][25][54][55]
SWI: 211,000[b][31]
ARG: 360,000[b][32]
POL: 120,000[b][38],300 million[100][101]200 million[102][103]
Rihanna,Barbados,2003–present[104],2005[104],R&B / pop / dance / hip-hop[104],371.6 million
US: 264.550 million[12]
JPN: 1.4 million[13][48]
GER: 12.425 million[14]
UK: 60.1 million[15]
FRA: 2.316 million[17]
CAN: 5.520 million[18]
AUS: 10.2 million[19]
BRA: 1.975 million[21]
ITA: 2.075 million[b][23]
SPA: 1.290 million[24]
SWE: 2.6 million[26][56]
DEN: 2.796 million[58][59][30][89][74][105][106][29]
SWI: 860,000[31]
MEX: 860,000[60]
BEL: 800,000[36]
AUT: 165,000[37]
POL: 820,000[38]
IRE: 240,000[107]
NZ: 712,500[40][41]
POR: 127,500[b][42][82],250 million[108][109]230 million[110]
Pink Floyd,United Kingdom,1965–1996, 2005, 2012–2014[111][112],1967[111],Progressive rock / psychedelic rock[111],124.2 million
US: 78 million[12]
JPN: 100,000[b][113]
GER: 7.5 million[b][14]
UK: 14.710 million[b][15]
FRA: 6.260 million[b][16][17][49]
CAN: 6.790 million[b][18]
AUS: 3.242 million[b][19][20]
BRA: 515,000[b][21]
NLD: 435,000[b][22]
ITA: 1.810 million[b][23]
SPA: 625,000[b][24][25][53][55]
SWE: 220,000[b][26][56]
NOR: 165,000[b][27][114][57]
DEN: 290,000[b][58][30]
SWI: 390,000[b][31]
MEX: 210,000[b][60][115]
ARG: 582,000[b][32][33]
BEL: 165,000[b][35][36]
AUT: 460,000[b][37]
POL: 770,000[b][38]
NZ: 787,500[b][40][41]
POR: 194,500[b][70][42][57][63],250 million[116][117]200 million[118]